GeneID	MeanExpLev	Period	Phase	Beta	pMMC-Beta
HanXRQChr06g0169561	9.5344E+00	2.3900E+01	1.1472E+01	6.4936E+00	8.5830E-06
HanXRQChr04g0100351	7.2362E+01	2.5900E+01	-1.1914E+01	1.4435E+01	8.5830E-06
HanXRQChr12g0353981	6.5327E+00	2.3500E+01	1.1280E+01	2.9703E+00	1.0014E-05
HanXRQChr04g0128111	7.9450E+01	2.3600E+01	1.8880E+00	2.4989E+01	1.0014E-05
HanXRQChr13g0400991	1.3606E+01	2.4200E+01	-1.1132E+01	6.5429E+00	1.1444E-05
HanXRQChr13g0388101	1.2974E+02	2.3400E+01	1.0998E+01	8.4712E+01	1.1444E-05
HanXRQChr14g0451121	2.5433E+01	2.4100E+01	3.3740E+00	9.6587E+00	1.1444E-05
HanXRQChr15g0497381	1.1936E+01	2.3600E+01	-1.0856E+01	6.0174E+00	1.1444E-05
HanXRQChr03g0091961	1.4807E+01	2.4300E+01	-1.1421E+01	8.7927E+00	1.1444E-05
HanXRQChr17g0559761	7.0398E+01	2.3800E+01	-1.0710E+01	2.3760E+01	1.1444E-05
HanXRQChr15g0480851	4.3572E+01	2.4200E+01	-1.1616E+01	2.7153E+01	1.1444E-05
HanXRQChr11g0336031	2.6048E+01	2.4500E+01	1.1515E+01	9.7941E+00	1.2875E-05
HanXRQChr09g0273621	8.6460E+01	2.3500E+01	2.8200E+00	2.7091E+01	1.2875E-05
HanXRQChr01g0008871	3.3109E+01	2.3000E+01	-8.9700E+00	1.3329E+01	1.2875E-05
HanXRQChr15g0477551	1.0003E+01	2.4000E+01	-1.1760E+01	5.2498E+00	1.2875E-05
HanXRQChr13g0388891	2.9395E+01	2.4100E+01	-1.0363E+01	1.4441E+01	1.4305E-05
HanXRQChr14g0451481	2.0944E+01	2.2700E+01	-1.0896E+01	5.1988E+00	1.4305E-05
HanXRQChr03g0089251	1.0507E+01	2.3000E+01	-9.6600E+00	4.2959E+00	1.4305E-05
HanXRQChr10g0311851	4.1889E+01	2.4000E+01	-1.1760E+01	1.3101E+01	1.4305E-05
HanXRQChr11g0320311	4.2809E+01	2.4000E+01	-1.1040E+01	1.1656E+01	1.4305E-05
HanXRQChr12g0357921	3.6701E+01	2.4000E+01	-9.3600E+00	1.6717E+01	1.4305E-05
HanXRQChr10g0294811	3.1132E+01	2.4700E+01	3.9520E+00	1.5706E+01	1.4305E-05
HanXRQChr01g0009721	9.6604E+01	2.3700E+01	-1.1139E+01	8.4005E+01	1.4305E-05
HanXRQChr09g0253601	9.4335E+01	2.4000E+01	1.0560E+01	4.5723E+01	1.4305E-05
HanXRQChr05g0156821	2.9282E+01	2.4500E+01	3.4300E+00	1.5458E+01	1.5736E-05
HanXRQChr05g0140541	5.0019E+01	2.4100E+01	1.1809E+01	3.5215E+01	1.5736E-05
HanXRQChr15g0486931	9.9782E+00	2.3500E+01	8.4600E+00	5.6880E+00	1.5736E-05
HanXRQChr10g0301491	4.6245E+01	2.2900E+01	1.1450E+00	8.9911E+00	1.5736E-05
HanXRQChr06g0172341	1.2487E+01	2.4200E+01	-1.0890E+01	6.0944E+00	1.5736E-05
HanXRQChr17g0560791	1.0031E+01	2.3900E+01	-1.0516E+01	5.3484E+00	1.5736E-05
HanXRQChr08g0210361	9.5607E+00	2.3900E+01	-1.0755E+01	5.1764E+00	1.5736E-05
HanXRQChr06g0179331	1.0193E+01	2.3700E+01	1.4220E+00	7.0552E+00	1.5736E-05
HanXRQChr03g0090391	2.0672E+01	2.3900E+01	-9.0820E+00	7.3383E+00	1.7166E-05
HanXRQChr10g0291511	1.6725E+01	2.3600E+01	1.0148E+01	9.5803E+00	1.7166E-05
HanXRQChr16g0515901	1.0513E+02	2.4300E+01	2.4300E-01	3.2914E+01	1.7166E-05
HanXRQChr16g0531381	1.5264E+02	2.3200E+01	-1.0904E+01	9.7906E+01	1.7166E-05
HanXRQChr10g0287601	2.2885E+01	2.4200E+01	-1.0406E+01	9.2795E+00	1.7166E-05
HanXRQChr06g0178861	1.4391E+01	2.2700E+01	2.2700E+00	6.9406E+00	1.7166E-05
HanXRQChr16g0516281	2.1637E+01	2.3600E+01	2.8320E+00	7.5613E+00	1.7166E-05
HanXRQChr15g0483021	4.1828E+01	2.3200E+01	-1.0672E+01	2.2614E+01	1.7166E-05
HanXRQChr06g0170281	8.8496E+01	2.4300E+01	1.7010E+00	6.0950E+01	1.7166E-05
HanXRQChr03g0083551	2.2313E+02	2.4000E+01	9.6000E-01	7.0946E+01	1.7166E-05
HanXRQChr16g0532881	1.6621E+01	2.3600E+01	-9.4400E+00	9.0098E+00	1.7166E-05
HanXRQChr11g0353961	4.9055E+00	2.4400E+01	2.1960E+00	3.4022E+00	1.7166E-05
HanXRQChr11g0324861	6.4070E+01	2.3700E+01	-1.0428E+01	2.8813E+01	1.7166E-05
HanXRQChr11g0337111	1.8416E+01	2.4800E+01	2.9760E+00	4.6649E+00	1.7166E-05
HanXRQChr16g0505631	5.8534E+01	2.2900E+01	9.1600E+00	6.0088E+01	1.7166E-05
HanXRQChr08g0217721	6.3381E+00	2.3500E+01	-1.0810E+01	2.9221E+00	1.7166E-05
HanXRQChr15g0487521	6.2319E+00	2.4100E+01	-8.9170E+00	2.7990E+00	1.7166E-05
HanXRQChr08g0208381	5.2242E+01	2.3400E+01	1.0998E+01	1.8034E+01	1.7166E-05
HanXRQChr09g0258421	3.5454E+01	2.3900E+01	1.0994E+01	1.0794E+01	1.8596E-05
HanXRQChr08g0209851	4.2539E+01	2.4300E+01	1.1421E+01	3.1895E+01	1.8596E-05
HanXRQChr04g0127691	3.9159E+00	2.4200E+01	-9.6800E+00	2.1671E+00	1.8596E-05
HanXRQChr14g0456281	1.0827E+01	2.3800E+01	1.0710E+01	5.3963E+00	1.8596E-05
HanXRQChr10g0283861	2.3233E+01	2.4300E+01	-1.0206E+01	9.3223E+00	1.8596E-05
HanXRQChr03g0060141	6.3761E+00	2.4200E+01	-1.1132E+01	5.1565E+00	1.8596E-05
HanXRQChr14g0462571	1.8409E+01	2.4000E+01	1.0800E+01	8.2694E+00	2.0027E-05
HanXRQChr04g0123711	1.4177E+00	2.4600E+01	9.1020E+00	7.9942E-01	2.0027E-05
HanXRQChr08g0236241	2.7355E+01	2.3800E+01	-7.1400E-01	1.5953E+01	2.0027E-05
HanXRQChr17g0534311	9.4292E+01	2.3800E+01	3.0940E+00	3.8054E+01	2.0027E-05
HanXRQChr14g0431271	5.9174E+01	2.3300E+01	-9.3200E+00	2.6178E+01	2.0027E-05
HanXRQChr12g0364801	4.0785E+01	2.4100E+01	9.6400E-01	1.3428E+01	2.0027E-05
HanXRQChr15g0495101	5.9555E+00	2.3700E+01	1.1613E+01	4.7671E+00	2.0027E-05
HanXRQChr12g0386081	1.2618E+01	2.3300E+01	-1.0019E+01	6.8088E+00	2.0027E-05
HanXRQChr10g0277651	1.1482E+02	2.3800E+01	-2.1420E+00	5.7447E+01	2.0027E-05
HanXRQChr14g0451501	3.6531E+02	2.4300E+01	1.0206E+01	2.4976E+02	2.0027E-05
HanXRQChr09g0265301	1.2116E+01	2.3400E+01	1.0764E+01	6.3621E+00	2.0027E-05
HanXRQChr15g0477311	2.5645E+01	2.3900E+01	2.8680E+00	8.7994E+00	2.0027E-05
HanXRQChr04g0125581	3.1347E+01	2.2900E+01	1.8320E+00	9.4752E+00	2.0027E-05
HanXRQChr08g0226051	3.0867E+01	2.4400E+01	1.1956E+01	2.4978E+01	2.0027E-05
HanXRQChr17g0550901	3.0184E+01	2.3500E+01	1.8800E+00	9.1189E+00	2.0027E-05
HanXRQChr10g0284901	3.3273E+01	2.4600E+01	-1.2300E+00	1.5941E+01	2.0027E-05
HanXRQChr12g0379601	3.3475E+02	2.3300E+01	8.8540E+00	2.0912E+02	2.0027E-05
HanXRQChr09g0269801	2.3264E+01	2.4400E+01	1.1712E+01	1.4972E+01	2.0027E-05
HanXRQChr11g0351991	2.8089E+01	2.3200E+01	1.6240E+00	9.4012E+00	2.0027E-05
HanXRQChr03g0065051	2.8381E+01	2.4700E+01	-1.0868E+01	9.1032E+00	2.0027E-05
HanXRQChr05g0141531	6.3406E+01	2.4100E+01	2.4100E+00	1.9265E+01	2.0027E-05
HanXRQChr03g0070181	3.2048E+01	2.3900E+01	4.0630E+00	6.1317E+00	2.1457E-05
HanXRQChr03g0089741	5.5528E+01	2.3800E+01	-1.6660E+00	2.5306E+01	2.1457E-05
HanXRQChr16g0518311	1.7168E+01	2.4400E+01	-4.8800E-01	1.1950E+01	2.1457E-05
HanXRQChr16g0523301	5.5665E+01	2.4800E+01	1.2400E+00	3.4245E+01	2.1457E-05
HanXRQChr05g0131911	2.2912E+01	2.4300E+01	1.2150E+01	1.4936E+01	2.1457E-05
HanXRQChr11g0346421	7.8423E+01	2.4400E+01	1.2200E+01	2.3933E+01	2.1457E-05
HanXRQChr14g0434281	4.8723E+01	2.3700E+01	-1.0428E+01	1.2545E+01	2.1457E-05
HanXRQChr06g0181661	1.0735E+02	2.4000E+01	9.6000E-01	2.4518E+01	2.2888E-05
HanXRQChr03g0070981	3.0139E+01	2.3700E+01	1.0665E+01	1.2240E+01	2.2888E-05
HanXRQChr11g0346741	1.3720E+02	2.3600E+01	1.0856E+01	5.9500E+01	2.2888E-05
HanXRQChr16g0518511	9.7719E+00	2.4000E+01	-1.0080E+01	3.6284E+00	2.2888E-05
HanXRQChr01g0025711	1.5648E+01	2.4200E+01	-1.0648E+01	5.5000E+00	2.2888E-05
HanXRQChr14g0431791	1.8506E+01	2.4100E+01	-1.1809E+01	1.1403E+01	2.2888E-05
HanXRQChr04g0122561	2.2413E+01	2.4200E+01	1.1374E+01	6.9713E+00	2.2888E-05
HanXRQChr09g0277491	5.8850E+00	2.3700E+01	1.0665E+01	2.1834E+00	2.2888E-05
HanXRQChr06g0164521	1.1434E+01	2.4700E+01	-1.1856E+01	7.1413E+00	2.2888E-05
HanXRQChr14g0436511	1.4545E+01	2.3600E+01	-1.0384E+01	4.9508E+00	2.2888E-05
HanXRQChr06g0175691	6.8184E+00	2.3800E+01	-1.0710E+01	2.6907E+00	2.2888E-05
HanXRQChr08g0210001	1.6751E+01	2.3500E+01	-8.9300E+00	6.2317E+00	2.2888E-05
HanXRQChr03g0065291	4.8486E+00	2.4200E+01	-1.0406E+01	2.3768E+00	2.2888E-05
HanXRQChr03g0089801	2.6339E+01	2.3900E+01	2.6290E+00	1.2254E+01	2.2888E-05
HanXRQChr16g0502021	1.2394E+02	2.4100E+01	9.6400E-01	5.0807E+01	2.2888E-05
HanXRQChr05g0138041	1.1518E+01	2.3800E+01	8.3300E+00	7.4321E+00	2.2888E-05
HanXRQChr12g0366841	4.0653E+01	2.4100E+01	4.8200E+00	8.6099E+00	2.2888E-05
HanXRQChr14g0438291	3.4984E+01	2.4400E+01	8.2960E+00	8.4370E+00	2.2888E-05
HanXRQChr02g0052741	5.1162E+00	2.4100E+01	1.1327E+01	4.5527E+00	2.2888E-05
HanXRQChr09g0247691	8.0717E+01	2.4100E+01	1.0604E+01	3.1228E+01	2.4318E-05
HanXRQChr04g0111561	4.9985E+00	2.3900E+01	1.1472E+01	2.1575E+00	2.4318E-05
HanXRQChr02g0049231	3.9510E+02	2.4800E+01	2.4800E+00	2.1033E+02	2.4318E-05
HanXRQChr05g0142671	9.2758E+01	2.3800E+01	8.8060E+00	4.9585E+01	2.4318E-05
HanXRQChr06g0179291	1.0001E+02	2.3400E+01	1.1700E+00	3.0871E+01	2.4318E-05
HanXRQChr06g0179461	3.0538E+00	2.3500E+01	-1.0810E+01	1.1230E+00	2.4318E-05
HanXRQChr03g0085091	8.8744E+01	2.4500E+01	9.5550E+00	2.6098E+01	2.4318E-05
HanXRQChr09g0256431	4.1245E+01	2.4800E+01	-1.2400E+01	2.3488E+01	2.4318E-05
HanXRQChr14g0458381	3.0809E+01	2.4400E+01	1.0736E+01	1.3230E+01	2.4318E-05
HanXRQChr17g0539021	1.9490E+01	2.5200E+01	-1.2348E+01	2.9812E+00	2.5749E-05
HanXRQChr04g0126291	2.7634E+00	2.3700E+01	-4.7400E-01	8.8218E-01	2.5749E-05
HanXRQChr09g0256021	5.7615E+01	2.4200E+01	-1.2100E+01	2.7545E+01	2.5749E-05
HanXRQChr17g0533971	2.1998E+01	2.3600E+01	3.7760E+00	1.0059E+01	2.5749E-05
HanXRQChr12g0385441	1.7324E+01	2.4200E+01	1.1616E+01	7.2277E+00	2.5749E-05
HanXRQChr07g0193521	1.1070E+02	2.3800E+01	2.6180E+00	5.2991E+01	2.5749E-05
HanXRQChr03g0091141	1.5845E+02	2.4000E+01	1.9200E+00	6.1942E+01	2.5749E-05
HanXRQChr17g0538101	2.2077E+00	2.2400E+01	-1.0528E+01	1.0766E+00	2.5749E-05
HanXRQChr10g0298471	2.5708E+00	2.4000E+01	-9.8400E+00	1.1232E+00	2.5749E-05
HanXRQChr13g0405151	3.0152E+01	2.3900E+01	1.1711E+01	1.6056E+01	2.5749E-05
HanXRQChr10g0293411	4.7106E+01	2.4200E+01	-1.0890E+01	2.3379E+01	2.5749E-05
HanXRQChr01g0015111	3.1975E+01	2.4000E+01	1.0800E+01	2.3813E+01	2.5749E-05
HanXRQChr12g0371501	2.8017E+02	2.4400E+01	2.4400E+00	1.4380E+02	2.5749E-05
HanXRQChr09g0247851	1.7054E+01	2.4900E+01	1.2450E+01	5.6863E+00	2.5749E-05
HanXRQChr10g0290681	3.5106E+01	2.3500E+01	2.1150E+00	1.8892E+01	2.5749E-05
HanXRQChr11g0323801	2.4837E+01	2.3400E+01	3.0420E+00	1.8517E+01	2.5749E-05
HanXRQChr09g0242411	4.2407E+01	2.3800E+01	-1.0710E+01	2.7190E+01	2.5749E-05
HanXRQChr09g0256061	2.2562E+01	2.3700E+01	-1.0428E+01	1.0767E+01	2.5749E-05
HanXRQChr02g0046251	3.7168E+01	2.2800E+01	1.8240E+00	1.1435E+01	2.5749E-05
HanXRQChr03g0073621	1.4849E+01	2.3300E+01	-9.3200E+00	7.8156E+00	2.5749E-05
HanXRQChr02g0059221	2.6735E+01	2.4100E+01	8.6760E+00	2.1224E+01	2.5749E-05
HanXRQChr12g0375081	3.1618E+01	2.3100E+01	-1.0395E+01	1.6127E+01	2.5749E-05
HanXRQChr08g0211451	1.4794E+01	2.4500E+01	-1.0780E+01	4.0175E+00	2.5749E-05
HanXRQChr09g0260041	8.7844E+01	2.3000E+01	-9.4300E+00	6.4313E+01	2.5749E-05
HanXRQChr14g0447081	1.2100E+01	2.3400E+01	1.1700E+01	8.3304E+00	2.5749E-05
HanXRQChr02g0055691	1.2273E+02	2.3900E+01	1.0277E+01	5.5043E+01	2.5749E-05
HanXRQChr13g0386461	1.9657E+01	2.3300E+01	-9.7860E+00	1.3100E+01	2.5749E-05
HanXRQChr17g0540221	3.5150E+01	2.3300E+01	1.1650E+01	2.7728E+01	2.5749E-05
HanXRQChr14g0453681	4.9817E+00	2.2600E+01	-1.0170E+01	2.1980E+00	2.5749E-05
HanXRQChr13g0411581	4.2532E+01	2.3200E+01	-9.5120E+00	1.9389E+01	2.5749E-05
HanXRQChr05g0156831	5.1209E+01	2.5800E+01	2.0640E+00	3.2663E+01	2.5749E-05
HanXRQChr07g0191921	7.2585E+01	2.3600E+01	1.1328E+01	6.0430E+01	2.5749E-05
HanXRQChr09g0242111	3.2431E+01	2.3500E+01	-1.6450E+00	2.1771E+01	2.5749E-05
HanXRQChr15g0497201	2.5241E+01	2.3700E+01	-9.2430E+00	8.0247E+00	2.5749E-05
HanXRQChr11g0351171	1.2000E+02	2.5000E+01	2.2500E+00	5.6682E+01	2.7179E-05
HanXRQChr12g0369621	7.6886E+00	2.4500E+01	-1.1760E+01	5.5237E+00	2.7179E-05
HanXRQChr09g0238611	1.4770E+02	2.3800E+01	-4.7600E+00	9.5625E+01	2.7179E-05
HanXRQChr05g0158351	1.4490E+01	2.4400E+01	-1.0980E+01	5.8610E+00	2.7179E-05
HanXRQChr11g0335751	1.5495E+01	2.4100E+01	9.6400E+00	9.3853E+00	2.7179E-05
HanXRQChr14g0459011	5.4692E+00	2.4100E+01	1.2050E+01	2.7310E+00	2.7179E-05
HanXRQChr11g0334041	7.5576E+01	2.3700E+01	9.9540E+00	2.9722E+01	2.7179E-05
HanXRQChr15g0475901	2.7733E+00	2.4300E+01	-1.0935E+01	1.5174E+00	2.7179E-05
HanXRQChr14g0432511	2.5719E+01	2.4700E+01	-1.2350E+01	7.7246E+00	2.8610E-05
HanXRQChr09g0259541	4.2566E+00	2.4200E+01	-1.0406E+01	1.5887E+00	2.8610E-05
HanXRQChr17g0544151	3.4663E+01	2.3000E+01	-1.0120E+01	1.1057E+01	2.8610E-05
HanXRQChr10g0312381	1.1006E+02	2.3200E+01	1.3920E+00	3.5445E+01	2.8610E-05
HanXRQChr17g0564691	4.4279E+00	2.6200E+01	-1.0480E+01	1.6829E+00	2.8610E-05
HanXRQChr10g0298891	2.7305E+02	2.3800E+01	-9.5200E+00	1.2670E+02	2.8610E-05
HanXRQChr07g0202501	2.8771E+01	2.4000E+01	1.0320E+01	5.8729E+00	2.8610E-05
HanXRQChr14g0446221	4.7343E+01	2.4100E+01	-7.2300E-01	2.4665E+01	2.8610E-05
HanXRQChr04g0116591	7.1438E+01	2.4000E+01	2.4000E+00	3.2404E+01	2.8610E-05
HanXRQChr02g0042201	4.4164E+01	2.3600E+01	1.8880E+00	1.3539E+01	2.8610E-05
HanXRQChr07g0190661	6.8742E+00	2.3600E+01	1.1800E+01	2.3008E+00	2.8610E-05
HanXRQChr02g0056331	2.1836E+01	2.3100E+01	2.3100E+00	6.8625E+00	2.8610E-05
HanXRQChr09g0266421	9.3412E+00	2.4100E+01	3.3740E+00	5.4563E+00	2.8610E-05
HanXRQChr17g0559981	1.0764E+01	2.3500E+01	1.1045E+01	9.4377E+00	2.8610E-05
HanXRQChr11g0346781	2.8367E+01	2.3600E+01	2.8320E+00	1.2445E+01	2.8610E-05
HanXRQChr01g0009691	4.0858E+00	2.3300E+01	-9.0870E+00	2.8160E+00	2.8610E-05
HanXRQChr03g0077961	3.2038E+01	2.5400E+01	-1.0668E+01	1.2915E+01	2.8610E-05
HanXRQChr11g0351541	3.6374E+01	2.3800E+01	1.0472E+01	2.5155E+01	2.8610E-05
HanXRQChr04g0113861	1.8923E+01	2.4400E+01	1.2200E+01	1.1776E+01	2.8610E-05
HanXRQChr03g0087881	3.9069E+01	2.3400E+01	2.8080E+00	1.1713E+01	2.8610E-05
HanXRQChr07g0198911	2.5274E+00	2.4900E+01	-1.1205E+01	1.1626E+00	2.8610E-05
HanXRQChr13g0388791	2.0153E+01	2.3700E+01	2.6070E+00	9.0528E+00	2.8610E-05
HanXRQChr15g0490111	3.6064E+01	2.3700E+01	1.1139E+01	8.5647E+00	2.8610E-05
HanXRQChr11g0322451	1.9079E+01	2.4500E+01	1.2005E+01	1.2592E+01	2.8610E-05
HanXRQChr07g0195461	5.0836E+00	2.5000E+01	-1.2000E+01	1.6383E+00	2.8610E-05
HanXRQChr14g0435951	1.6292E+01	2.4300E+01	-1.1421E+01	7.4551E+00	2.8610E-05
HanXRQChr06g0182441	3.6864E+01	2.3000E+01	6.9000E-01	1.5538E+01	2.8610E-05
HanXRQChr09g0266501	3.0691E+01	2.3500E+01	2.3500E+00	6.9745E+00	2.8610E-05
HanXRQChr10g0307601	2.4382E+01	2.3000E+01	1.1270E+01	8.7915E+00	2.8610E-05
HanXRQChr04g0106461	1.4589E+01	2.3900E+01	-1.1472E+01	5.1310E+00	2.8610E-05
HanXRQChr09g0266661	4.3141E+00	2.3500E+01	-8.6950E+00	1.5770E+00	2.8610E-05
HanXRQChr14g0458951	5.4084E+00	2.2500E+01	-1.0350E+01	3.8516E+00	2.8610E-05
HanXRQChr12g0377271	1.6507E+01	2.4000E+01	-1.0080E+01	4.9014E+00	2.8610E-05
HanXRQChr14g0452061	2.8217E+01	2.3100E+01	6.9300E-01	1.6423E+01	2.8610E-05
HanXRQChr07g0206561	2.6553E+01	2.4400E+01	1.1956E+01	1.1930E+01	2.8610E-05
HanXRQChr01g0026151	2.8458E+01	2.4300E+01	-1.0449E+01	1.3336E+01	2.8610E-05
HanXRQChr02g0054161	7.8088E+00	2.3600E+01	2.8320E+00	4.1940E+00	2.8610E-05
HanXRQChr17g0570681	3.7501E+01	2.3900E+01	-1.1472E+01	9.3577E+00	2.8610E-05
HanXRQChr05g0156281	1.5641E+01	2.3500E+01	1.8800E+00	3.9487E+00	2.8610E-05
HanXRQChr04g0120641	5.1913E+01	2.3100E+01	-1.0626E+01	4.7566E+01	2.8610E-05
HanXRQChr02g0048901	2.0537E+01	2.3300E+01	-9.7860E+00	1.2059E+01	2.8610E-05
HanXRQChr01g0005101	1.5629E+01	2.3800E+01	2.6180E+00	6.3150E+00	2.8610E-05
HanXRQChr12g0365251	5.8339E+01	2.4100E+01	1.1568E+01	3.1739E+01	2.8610E-05
HanXRQChr04g0118201	2.5265E+00	2.5900E+01	-1.0101E+01	1.2986E+00	2.8610E-05
HanXRQChr11g0353731	7.3772E+00	2.4200E+01	1.0890E+01	6.7064E+00	2.8610E-05
HanXRQChr16g0520971	1.7088E+01	2.5500E+01	-1.1475E+01	8.0389E+00	2.8610E-05
HanXRQChr17g0567111	4.4817E+01	2.5200E+01	-1.1340E+01	1.1531E+01	2.8610E-05
HanXRQChr17g0551151	6.1193E+01	2.3600E+01	1.6520E+00	2.0555E+01	3.0040E-05
HanXRQChr04g0121551	7.0224E+00	2.4900E+01	-1.0707E+01	1.9995E+00	3.0040E-05
HanXRQChr08g0226921	1.9530E+02	2.3900E+01	1.0516E+01	1.2815E+02	3.0040E-05
HanXRQChr15g0475101	5.2523E+01	2.3700E+01	8.0580E+00	3.9909E+01	3.0040E-05
HanXRQChr12g0383441	3.2896E+01	2.3900E+01	1.1472E+01	1.3100E+01	3.0040E-05
HanXRQChr17g0538851	3.2824E+01	2.3100E+01	1.6170E+00	1.3505E+01	3.0040E-05
HanXRQChr14g0446441	4.8970E+01	2.4200E+01	1.1616E+01	1.5576E+01	3.0040E-05
HanXRQChr02g0031661	7.8373E+01	2.4400E+01	1.2200E+00	4.3928E+01	3.0040E-05
HanXRQChr11g0331331	7.2321E+01	2.3200E+01	-1.1368E+01	3.8773E+01	3.0040E-05
HanXRQChr09g0267121	4.2408E+02	2.3600E+01	8.7320E+00	2.6637E+02	3.0040E-05
HanXRQChr06g0178721	1.3234E+02	2.3700E+01	2.6070E+00	6.6837E+01	3.0040E-05
HanXRQChr16g0524221	1.9935E+01	2.3900E+01	-1.1950E+01	9.3606E+00	3.0040E-05
HanXRQChr02g0059811	5.9088E+01	2.4400E+01	-1.0004E+01	2.5223E+01	3.0040E-05
HanXRQChr10g0311491	1.0323E+01	2.3700E+01	-1.1376E+01	2.2554E+00	3.0040E-05
HanXRQChr17g0570531	1.3557E+01	2.3900E+01	1.1472E+01	9.0223E+00	3.0040E-05
HanXRQChr04g0115371	2.4836E+01	2.3400E+01	1.0764E+01	1.9422E+01	3.1471E-05
HanXRQChr06g0172711	1.3563E+02	2.2800E+01	2.0520E+00	3.6629E+01	3.1471E-05
HanXRQChr11g0341051	3.8806E+00	2.5100E+01	-1.0542E+01	2.4217E+00	3.1471E-05
HanXRQChr09g0263711	5.2015E+01	2.5100E+01	4.2670E+00	2.2119E+01	3.1471E-05
HanXRQChr06g0183511	9.7474E+01	2.2700E+01	6.8100E-01	1.7895E+01	3.1471E-05
HanXRQChr08g0213341	8.3239E+01	2.3700E+01	1.4220E+00	3.9641E+01	3.1471E-05
HanXRQChr03g0060801	1.9563E+01	2.3900E+01	-7.1700E-01	8.1031E+00	3.1471E-05
HanXRQChr15g0472751	6.0241E+01	2.3500E+01	3.2900E+00	4.0812E+01	3.1471E-05
HanXRQChr14g0447551	4.1042E+01	2.3600E+01	1.8880E+00	1.0447E+01	3.1471E-05
HanXRQChr10g0314981	2.8444E+00	2.5100E+01	-1.1044E+01	1.3583E+00	3.1471E-05
HanXRQChr14g0429001	3.8032E+01	2.2600E+01	1.3560E+00	7.5780E+00	3.1471E-05
HanXRQChr03g0065811	7.0928E+01	2.4200E+01	1.0164E+01	2.1116E+01	3.1471E-05
HanXRQChr04g0097961	5.5480E+00	2.3900E+01	-1.0038E+01	3.6709E+00	3.1471E-05
HanXRQChr01g0027201	5.5857E+01	2.2500E+01	5.8500E+00	9.2424E+00	3.1471E-05
HanXRQChr16g0518211	3.2317E+01	2.4600E+01	-1.1316E+01	7.7470E+00	3.1471E-05
HanXRQChr01g0028771	7.3383E+00	2.3600E+01	-1.0384E+01	2.9562E+00	3.1471E-05
HanXRQChr08g0218291	4.2143E+01	2.3700E+01	1.6590E+00	1.3910E+01	3.1471E-05
HanXRQChr10g0292461	5.2573E+00	2.3900E+01	-9.7990E+00	2.8934E+00	3.1471E-05
HanXRQChr13g0410821	1.4320E+01	2.3600E+01	-1.0148E+01	1.0171E+01	3.1471E-05
HanXRQChr17g0539501	9.7567E+00	2.3900E+01	-1.1233E+01	6.8101E+00	3.1471E-05
HanXRQChr05g0132691	2.5109E+01	2.4000E+01	-1.1760E+01	7.8152E+00	3.1471E-05
HanXRQChr09g0261911	1.4145E+02	2.3900E+01	-1.0277E+01	3.5649E+01	3.1471E-05
HanXRQChr09g0245151	2.0156E+01	2.3600E+01	-9.9120E+00	8.5059E+00	3.1471E-05
HanXRQChr08g0235541	9.3858E+00	2.3200E+01	-9.5120E+00	4.4397E+00	3.1471E-05
HanXRQChr02g0055321	3.4377E+01	2.4100E+01	-4.8200E-01	7.2822E+00	3.1471E-05
HanXRQChr11g0341481	5.1450E+01	2.3100E+01	9.4710E+00	3.8735E+01	3.1471E-05
HanXRQChr17g0560571	4.4878E+00	2.3800E+01	-1.0472E+01	1.3812E+00	3.1471E-05
HanXRQChr11g0320001	2.0634E+02	2.3700E+01	9.4800E-01	9.3761E+01	3.1471E-05
HanXRQChr14g0436251	2.1934E+01	2.4000E+01	-9.6000E+00	9.3972E+00	3.1471E-05
HanXRQChr16g0526821	3.5106E+00	2.4300E+01	-1.0692E+01	1.4648E+00	3.1471E-05
HanXRQChr05g0140511	2.3413E+01	2.3600E+01	2.8320E+00	6.7264E+00	3.1471E-05
HanXRQChr14g0462491	6.0113E+00	2.2800E+01	6.8400E-01	2.3770E+00	3.1471E-05
HanXRQChr17g0554771	1.7062E+01	2.3100E+01	1.1550E+00	6.3657E+00	3.1471E-05
HanXRQChr12g0359181	7.0461E+01	2.3400E+01	8.4240E+00	3.9616E+01	3.1471E-05
HanXRQChr15g0468271	6.8396E+01	2.2900E+01	2.2900E+00	2.3087E+01	3.1471E-05
HanXRQChr15g0475391	6.4249E+01	2.3100E+01	-1.1088E+01	1.5570E+01	3.1471E-05
HanXRQChr05g0140341	1.5970E+01	2.4300E+01	-1.0449E+01	9.4454E+00	3.1471E-05
HanXRQChr15g0474451	1.2175E+02	2.3300E+01	1.8640E+00	3.7694E+01	3.1471E-05
HanXRQChr16g0529881	2.7715E+01	2.3200E+01	-9.0480E+00	1.6579E+01	3.1471E-05
HanXRQChr09g0264471	4.1372E+01	2.3500E+01	-9.8700E+00	2.1817E+01	3.1471E-05
HanXRQChr11g0335981	4.2446E+01	2.4300E+01	5.8320E+00	1.1571E+01	3.1471E-05
HanXRQChr05g0155221	1.2049E+02	2.3600E+01	1.0620E+01	3.4810E+01	3.1471E-05
HanXRQChr14g0434731	1.6683E+01	2.4300E+01	-1.0206E+01	6.1207E+00	3.1471E-05
HanXRQChr15g0483961	2.5786E+01	2.4100E+01	-1.0363E+01	6.5872E+00	3.1471E-05
HanXRQChr11g0331151	4.5652E+01	2.4500E+01	2.2050E+00	3.1446E+01	3.1471E-05
