GeneID	MeanExpLev	Period	Phase	Beta	pMMC-Beta
HanXRQChr16g0511811	9.2995E-01	2.6400E+01	-1.2144E+01	2.1325E-01	1.2140E-02
HanXRQChr16g0514581	9.4367E-01	2.7300E+01	-7.6440E+00	1.4727E-01	1.2140E-02
HanXRQChr14g0450861	1.1453E-01	2.6200E+01	4.1920E+00	6.1148E-02	1.2142E-02
HanXRQChr14g0453801	2.2712E+01	2.2400E+01	3.3600E+00	6.7117E+00	1.2145E-02
HanXRQChr13g0419931	3.6967E+00	2.3400E+01	1.1466E+01	5.1271E-01	1.2150E-02
HanXRQChr15g0472081	1.4964E+01	2.3000E+01	-1.0350E+01	2.0209E+00	1.2151E-02
HanXRQChr09g0256111	3.8687E-02	2.5700E+01	-2.3130E+00	4.4775E-02	1.2157E-02
HanXRQChr13g0419351	5.5455E-02	2.5600E+01	7.1680E+00	3.3421E-02	1.2165E-02
HanXRQChr07g0192581	6.9305E+01	2.2400E+01	3.8080E+00	1.3994E+01	1.2171E-02
HanXRQChr16g0526911	6.5549E+00	2.3100E+01	1.6170E+00	2.2905E+00	1.2171E-02
HanXRQChr03g0070911	2.8968E-01	2.4500E+01	3.6750E+00	6.7780E-02	1.2178E-02
HanXRQChr08g0222561	5.0385E-01	2.3600E+01	-1.1328E+01	1.3565E-01	1.2179E-02
HanXRQChr16g0501481	1.9543E+01	2.2000E+01	8.8000E-01	2.9594E+00	1.2179E-02
HanXRQChr08g0214571	1.9850E+00	2.2200E+01	5.1060E+00	4.6836E-01	1.2181E-02
HanXRQChr13g0401131	3.9298E+00	2.2700E+01	9.0800E-01	1.6195E+00	1.2185E-02
HanXRQChr09g0274121	4.7236E-02	2.1500E+01	-9.4600E+00	4.5832E-02	1.2185E-02
HanXRQChr04g0121441	6.7464E-01	2.6300E+01	-9.9940E+00	3.0535E-01	1.2188E-02
HanXRQChr10g0290721	1.1904E-01	2.7100E+01	-8.6720E+00	7.9352E-02	1.2188E-02
HanXRQChr14g0452611	2.3454E+00	2.6000E+01	-1.1440E+01	5.4429E-01	1.2199E-02
HanXRQChr06g0167941	3.8443E-01	2.1900E+01	-4.5990E+00	1.4949E-01	1.2202E-02
HanXRQChr17g0551871	5.2407E-01	2.5500E+01	5.3550E+00	1.9046E-01	1.2202E-02
HanXRQChr07g0189191	2.5067E+00	2.2800E+01	5.0160E+00	5.0853E-01	1.2216E-02
HanXRQChr14g0435601	3.7086E+00	2.2600E+01	4.0680E+00	1.1694E+00	1.2219E-02
HanXRQChr11g0340831	9.7006E-02	2.3500E+01	-7.2850E+00	4.8981E-02	1.2224E-02
HanXRQChr10g0277891	7.7756E+01	2.6400E+01	-1.0296E+01	1.6774E+01	1.2224E-02
HanXRQChr17g0557121	3.8147E-01	2.6400E+01	3.4320E+00	1.8220E-01	1.2227E-02
HanXRQChr17g0548051	5.9917E+01	2.2600E+01	3.8420E+00	5.5022E+00	1.2229E-02
HanXRQChr11g0350301	1.2349E-01	2.4500E+01	8.3300E+00	9.7162E-02	1.2233E-02
HanXRQChr04g0104741	5.8249E+00	2.4200E+01	1.0890E+01	1.3711E+00	1.2236E-02
HanXRQChr12g0378191	1.0683E+02	2.2600E+01	3.3900E+00	1.3688E+01	1.2243E-02
HanXRQChr17g0564911	7.5218E+00	2.4100E+01	1.2050E+00	1.9659E+00	1.2253E-02
HanXRQChr03g0082701	1.3880E+01	2.4000E+01	2.8800E+00	3.6649E+00	1.2254E-02
HanXRQChr08g0231171	1.5989E+01	2.3900E+01	2.8680E+00	1.7106E+00	1.2256E-02
HanXRQChr13g0395901	2.2008E-01	2.4400E+01	6.1000E+00	1.2546E-01	1.2256E-02
HanXRQChr01g0030511	1.3008E-01	2.2000E+01	6.8200E+00	9.4237E-02	1.2256E-02
HanXRQChr15g0496011	2.1315E+01	2.4100E+01	-9.6400E+00	4.1727E+00	1.2256E-02
HanXRQChr04g0107181	1.1526E-01	2.4000E+01	6.0000E+00	7.6204E-02	1.2261E-02
HanXRQChr09g0268611	8.4564E+01	2.2600E+01	-8.8140E+00	6.7053E+00	1.2261E-02
HanXRQChr03g0089651	5.0005E+01	2.2000E+01	3.3000E+00	6.0722E+00	1.2265E-02
HanXRQChr12g0373711	1.1682E+00	2.5300E+01	9.1080E+00	3.0151E-01	1.2267E-02
HanXRQChr08g0228371	1.1452E-02	2.0600E+01	7.2100E+00	1.5235E-02	1.2274E-02
HanXRQChr09g0270471	5.6955E+00	2.2500E+01	-7.6500E+00	2.0150E+00	1.2274E-02
HanXRQChr02g0038141	2.6075E-01	2.3800E+01	-1.1662E+01	1.0768E-01	1.2285E-02
HanXRQChr17g0569881	9.3680E+01	2.4300E+01	-7.7760E+00	1.9368E+01	1.2290E-02
HanXRQChr04g0106941	1.9007E+00	2.4600E+01	-1.0824E+01	3.0363E-01	1.2292E-02
HanXRQChr14g0429461	1.2780E+01	2.5600E+01	-1.1264E+01	1.4576E+00	1.2292E-02
HanXRQChr08g0228531	4.4628E-02	2.1200E+01	5.7240E+00	3.4843E-02	1.2298E-02
HanXRQChr04g0127071	8.6676E+00	2.0800E+01	-5.6160E+00	2.2423E+00	1.2299E-02
HanXRQChr17g0568971	2.7944E+00	2.3200E+01	5.5680E+00	1.0011E+00	1.2301E-02
HanXRQChr01g0018851	1.2377E-01	2.0600E+01	-1.4420E+00	6.6657E-02	1.2306E-02
HanXRQChr09g0243161	2.8285E+00	2.5700E+01	-1.2850E+01	5.9264E-01	1.2311E-02
HanXRQChr05g0136991	1.0839E+02	2.5400E+01	3.3020E+00	9.0407E+00	1.2321E-02
HanXRQChr09g0248311	1.9203E+01	2.1600E+01	1.7280E+00	1.9833E+00	1.2323E-02
HanXRQChr01g0029901	3.9084E+01	2.6100E+01	-9.9180E+00	3.5386E+00	1.2326E-02
HanXRQChr11g0345001	3.5067E+00	2.2500E+01	2.2500E+00	7.4348E-01	1.2329E-02
HanXRQChr05g0144471	4.5356E+01	2.2800E+01	2.7360E+00	7.0028E+00	1.2329E-02
HanXRQChr07g0190061	1.0630E+02	2.0400E+01	7.7520E+00	2.0015E+01	1.2331E-02
HanXRQChr01g0012541	1.2233E+01	2.3600E+01	-5.6640E+00	2.0884E+00	1.2335E-02
HanXRQChr01g0004571	8.6950E-01	2.3300E+01	7.2230E+00	2.1589E-01	1.2339E-02
HanXRQChr03g0068691	6.0642E-01	2.2500E+01	9.0000E-01	1.5920E-01	1.2339E-02
HanXRQChr13g0406671	1.8762E+00	2.5500E+01	-1.2240E+01	5.1896E-01	1.2340E-02
HanXRQChr04g0099231	5.2719E+01	2.5200E+01	-7.5600E+00	9.4179E+00	1.2342E-02
HanXRQChr12g0372871	4.4549E+00	2.5100E+01	6.7770E+00	1.6939E+00	1.2343E-02
HanXRQChr15g0481771	7.3612E-02	2.3500E+01	-8.9300E+00	3.7694E-02	1.2343E-02
HanXRQChr01g0009291	6.2738E-01	2.5800E+01	-7.9980E+00	4.4101E-01	1.2345E-02
HanXRQChr03g0070441	3.6643E-01	2.2200E+01	-9.9900E+00	1.8552E-01	1.2349E-02
HanXRQChr15g0486361	8.4595E-01	2.3200E+01	1.0904E+01	3.1349E-01	1.2350E-02
HanXRQChr14g0440861	6.7252E+00	2.5500E+01	-1.1985E+01	9.4712E-01	1.2355E-02
HanXRQChr09g0257701	2.1667E+01	2.5700E+01	-1.1565E+01	2.4955E+00	1.2355E-02
HanXRQChr12g0373951	2.3693E+00	2.7300E+01	-9.0090E+00	7.7866E-01	1.2355E-02
HanXRQChr06g0172301	1.5844E+00	2.5200E+01	-9.8280E+00	3.2615E-01	1.2366E-02
HanXRQChr10g0295641	1.2184E+02	2.5200E+01	-1.0332E+01	1.7587E+01	1.2366E-02
HanXRQChr02g0035641	2.1372E+00	2.6200E+01	3.6680E+00	4.3782E-01	1.2386E-02
HanXRQChr09g0245641	3.2007E+00	2.7400E+01	-1.1782E+01	5.7314E-01	1.2388E-02
HanXRQChr12g0365061	3.2982E+01	2.2000E+01	4.4000E+00	4.4044E+00	1.2391E-02
HanXRQChr08g0217071	1.6791E+01	2.2000E+01	8.1400E+00	2.0401E+00	1.2397E-02
HanXRQChr03g0077891	2.8321E+01	2.2300E+01	-6.9130E+00	4.8491E+00	1.2397E-02
HanXRQChr16g0526871	1.9193E+00	2.2600E+01	7.0060E+00	3.5812E-01	1.2400E-02
HanXRQChr02g0058141	1.1007E+01	2.2100E+01	-1.9890E+00	6.5598E+00	1.2400E-02
HanXRQChr10g0316661	1.1031E+00	2.4700E+01	1.7290E+00	8.2743E-01	1.2405E-02
HanXRQChr03g0088201	1.5479E+01	2.4500E+01	1.1270E+01	2.7006E+00	1.2407E-02
HanXRQChr16g0508121	9.5473E+00	2.4000E+01	6.0000E+00	1.8971E+00	1.2417E-02
HanXRQChr02g0046621	3.5265E-02	2.3500E+01	-5.8750E+00	2.9579E-02	1.2420E-02
HanXRQChr14g0446571	3.9503E+01	2.6000E+01	-8.3200E+00	3.4700E+00	1.2424E-02
HanXRQChr11g0330521	1.4636E+02	2.3700E+01	-9.2430E+00	2.4738E+01	1.2427E-02
HanXRQChr09g0247531	7.9840E+00	2.3100E+01	-5.0820E+00	1.2614E+00	1.2431E-02
HanXRQChr15g0478671	1.4140E+01	2.1900E+01	-8.7600E+00	4.2780E+00	1.2434E-02
HanXRQChr07g0196311	6.0195E+01	2.2600E+01	2.7120E+00	1.1008E+01	1.2451E-02
HanXRQChr08g0235361	4.0715E-01	2.0300E+01	-3.0450E+00	1.5144E-01	1.2452E-02
HanXRQChr09g0249861	7.3654E-01	2.7000E+01	-8.6400E+00	1.7744E-01	1.2461E-02
HanXRQChr03g0064631	3.5220E-01	2.6300E+01	-8.4160E+00	1.2033E-01	1.2462E-02
HanXRQChr17g0541421	2.7414E-01	2.6700E+01	-1.0413E+01	1.3102E-01	1.2465E-02
HanXRQChr02g0046821	2.9582E+01	2.0400E+01	-1.6320E+00	2.6125E+00	1.2466E-02
HanXRQChr13g0411151	1.9934E+02	2.4600E+01	8.1180E+00	8.1442E+01	1.2468E-02
HanXRQChr17g0548481	3.6922E+00	2.6900E+01	-7.2630E+00	5.9054E-01	1.2469E-02
HanXRQChr08g0236661	2.1351E+01	2.4100E+01	5.7840E+00	1.6149E+01	1.2469E-02
HanXRQChr08g0222171	5.5919E+00	2.3300E+01	-1.1417E+01	1.4618E+00	1.2472E-02
HanXRQChr03g0065711	5.1660E-02	2.3800E+01	1.4280E+00	4.5678E-02	1.2479E-02
HanXRQChr16g0502511	9.5343E-02	2.2700E+01	1.0669E+01	4.7459E-02	1.2482E-02
HanXRQChr01g0028921	2.0037E-01	2.1200E+01	3.3920E+00	7.9794E-02	1.2487E-02
HanXRQChr04g0120171	2.1797E+02	2.4500E+01	-1.1760E+01	6.1488E+01	1.2496E-02
HanXRQChr13g0422171	9.1740E-01	2.4000E+01	5.5200E+00	2.5611E-01	1.2502E-02
HanXRQChr01g0009481	6.4287E+01	2.5100E+01	1.0291E+01	6.6160E+00	1.2502E-02
HanXRQChr09g0239821	8.4068E-02	2.5800E+01	-1.0062E+01	1.0445E-01	1.2502E-02
HanXRQChr14g0441441	3.8285E+00	2.4000E+01	6.0000E+00	1.0495E+00	1.2504E-02
HanXRQChr07g0205221	4.9210E-01	2.3700E+01	4.7400E-01	2.5993E-01	1.2510E-02
HanXRQChr05g0135801	1.4012E+00	2.7200E+01	-9.5200E+00	4.5544E-01	1.2510E-02
HanXRQChr17g0550671	1.3374E+00	2.6500E+01	-7.9500E+00	5.3427E-01	1.2513E-02
HanXRQChr12g0381671	3.6976E+01	2.2000E+01	1.5400E+00	4.7154E+00	1.2516E-02
HanXRQChr12g0360111	1.5957E+02	2.2100E+01	5.7460E+00	1.1996E+01	1.2521E-02
HanXRQChr09g0250251	5.0647E+00	2.5400E+01	-1.1938E+01	8.8166E-01	1.2526E-02
HanXRQChr06g0175791	2.9787E+02	2.5300E+01	-1.0373E+01	1.3264E+02	1.2526E-02
HanXRQChr07g0187341	5.4085E-01	2.5800E+01	-1.1094E+01	1.2930E-01	1.2527E-02
HanXRQChr17g0563261	7.4510E-01	2.3800E+01	-1.0710E+01	3.1213E-01	1.2527E-02
HanXRQChr15g0488641	7.1834E+01	2.3700E+01	1.1613E+01	1.1224E+01	1.2533E-02
HanXRQChr09g0260321	4.0118E+01	2.1300E+01	-8.5200E+00	6.2487E+00	1.2538E-02
HanXRQChr01g0024621	1.0192E+00	2.1700E+01	5.6420E+00	3.3790E-01	1.2541E-02
HanXRQChr13g0390101	2.4272E+01	2.2700E+01	2.2700E+00	2.1010E+00	1.2541E-02
HanXRQChr10g0312821	1.3419E+01	2.3400E+01	-7.4880E+00	2.0264E+00	1.2543E-02
HanXRQChr17g0545001	1.4592E+02	2.7700E+01	4.7090E+00	1.8553E+01	1.2544E-02
HanXRQChr07g0194941	1.5092E-01	2.3000E+01	5.0600E+00	6.2349E-02	1.2555E-02
HanXRQChr10g0286821	9.8619E-01	2.6300E+01	-1.0783E+01	2.2139E-01	1.2558E-02
HanXRQChr13g0424221	8.1607E-01	2.1300E+01	3.1950E+00	2.5177E-01	1.2559E-02
HanXRQChr11g0348181	5.7018E+00	2.0900E+01	-3.1350E+00	1.1288E+00	1.2564E-02
HanXRQChr07g0197531	6.5006E+01	2.3600E+01	8.4960E+00	4.5693E+00	1.2565E-02
HanXRQChr05g0156261	3.2191E+01	2.4200E+01	9.4380E+00	3.2759E+00	1.2567E-02
HanXRQChr05g0133991	4.0813E+01	2.3800E+01	-2.8560E+00	1.0487E+01	1.2572E-02
HanXRQChr01g0018601	2.6603E+00	2.5300E+01	1.1385E+01	7.2101E-01	1.2575E-02
HanXRQChr04g0109871	3.0772E+01	2.4500E+01	-8.8200E+00	8.7756E+00	1.2581E-02
HanXRQChr02g0047831	3.8858E+00	2.4800E+01	-1.1160E+01	1.3401E+00	1.2582E-02
HanXRQChr14g0456691	1.6381E-01	2.5100E+01	-2.5100E-01	8.0249E-02	1.2586E-02
HanXRQChr15g0477511	2.6610E+01	2.7000E+01	-1.2690E+01	2.5128E+00	1.2595E-02
HanXRQChr08g0219551	4.3384E+00	2.6500E+01	-1.0070E+01	8.6802E-01	1.2600E-02
HanXRQChr10g0305401	4.8889E+00	2.4300E+01	-1.0692E+01	1.4558E+00	1.2600E-02
HanXRQChr11g0353091	3.8351E-01	2.5600E+01	-1.0752E+01	1.2578E-01	1.2603E-02
HanXRQChr01g0010511	2.7729E+01	2.3300E+01	9.5530E+00	2.7900E+00	1.2615E-02
HanXRQChr17g0562711	6.5784E+00	2.5800E+01	1.2384E+01	1.0987E+00	1.2626E-02
HanXRQChr06g0175751	1.7015E-02	2.5700E+01	-8.2240E+00	1.8626E-02	1.2632E-02
HanXRQChr02g0049451	7.6840E-02	2.3000E+01	5.2900E+00	5.2254E-02	1.2636E-02
HanXRQChr03g0078611	1.1130E+00	2.1200E+01	-4.6640E+00	2.4874E-01	1.2640E-02
HanXRQChr16g0523681	4.7642E-01	2.1900E+01	-7.8840E+00	1.4054E-01	1.2649E-02
HanXRQChr05g0141811	4.8386E+00	2.1600E+01	-8.6400E-01	6.4345E-01	1.2654E-02
HanXRQChr03g0064551	7.7051E-03	2.2300E+01	9.5890E+00	1.2864E-02	1.2654E-02
HanXRQChr16g0532361	2.1529E+01	2.3700E+01	-8.0580E+00	1.1697E+01	1.2657E-02
HanXRQChr15g0493481	4.5612E+01	2.2400E+01	9.6320E+00	3.8766E+00	1.2660E-02
HanXRQChr02g0056771	1.7264E+01	2.4500E+01	-8.3300E+00	7.4705E+00	1.2665E-02
HanXRQChr14g0458531	3.1260E+00	2.5700E+01	7.9670E+00	1.0674E+00	1.2665E-02
HanXRQChr05g0156371	1.7223E+00	2.4100E+01	1.4460E+00	2.5238E-01	1.2668E-02
HanXRQChr01g0005921	2.5141E+00	2.2000E+01	6.6000E+00	5.8299E-01	1.2668E-02
HanXRQChr14g0434861	7.4281E+00	2.4600E+01	7.6260E+00	9.0718E-01	1.2674E-02
HanXRQChr16g0522781	1.1458E+00	2.4900E+01	-1.0956E+01	2.3979E-01	1.2680E-02
HanXRQChr15g0469771	2.6298E-01	2.5900E+01	7.7700E-01	2.2719E-01	1.2688E-02
HanXRQChr13g0396641	6.5260E-02	2.4000E+01	3.8400E+00	6.4160E-02	1.2697E-02
HanXRQChr07g0192881	3.4683E-01	2.2500E+01	-4.5000E+00	2.7005E-01	1.2697E-02
HanXRQChr11g0339331	2.7925E+01	2.6700E+01	-9.3450E+00	4.5624E+00	1.2697E-02
HanXRQChr10g0278691	2.2109E+01	2.2300E+01	4.2370E+00	2.4155E+00	1.2705E-02
HanXRQChr15g0495341	3.1165E+01	2.5400E+01	-9.1440E+00	3.5793E+00	1.2708E-02
HanXRQChr10g0300751	3.8002E+00	2.2400E+01	1.0304E+01	6.3651E-01	1.2716E-02
HanXRQChr15g0488721	1.0900E+01	2.3700E+01	1.1139E+01	1.4354E+00	1.2716E-02
HanXRQChr02g0042661	1.5204E+01	2.4200E+01	6.2920E+00	2.2997E+00	1.2725E-02
HanXRQChr03g0060111	6.8257E-01	2.4500E+01	1.1515E+01	5.4620E-01	1.2725E-02
HanXRQChr13g0423221	2.9363E+01	2.4000E+01	3.6000E+00	3.4826E+00	1.2735E-02
HanXRQChr07g0198431	6.2442E+00	2.1900E+01	-5.4750E+00	2.7476E+00	1.2736E-02
HanXRQChr13g0390681	2.3062E+00	2.5000E+01	-7.5000E+00	3.5996E-01	1.2736E-02
HanXRQChr15g0470701	9.1412E+00	2.6600E+01	-9.3100E+00	1.2974E+00	1.2742E-02
HanXRQChr01g0016131	2.5113E+01	2.2200E+01	2.4420E+00	5.7598E+00	1.2742E-02
HanXRQChr01g0002961	5.5457E+01	2.4400E+01	-8.5400E+00	1.4141E+01	1.2745E-02
HanXRQChr09g0254161	2.2280E-01	2.3100E+01	-1.1550E+00	1.3716E-01	1.2745E-02
HanXRQChr12g0377321	1.1661E+00	2.3100E+01	-1.8480E+00	4.0272E-01	1.2747E-02
HanXRQChr16g0521651	9.4853E-01	2.2600E+01	3.6160E+00	3.5037E-01	1.2753E-02
HanXRQChr09g0270231	2.5530E+00	2.4600E+01	1.9680E+00	4.0340E-01	1.2759E-02
HanXRQChr09g0265521	3.2081E+01	2.3500E+01	1.1750E+00	4.6211E+00	1.2763E-02
HanXRQChr03g0089781	5.0536E+01	2.4400E+01	-7.3200E+00	4.0623E+00	1.2764E-02
HanXRQChr01g0016041	3.6701E+01	2.5000E+01	1.2000E+01	3.2090E+00	1.2770E-02
HanXRQChr02g0040571	6.2061E+01	2.5400E+01	-7.1120E+00	3.4867E+00	1.2777E-02
HanXRQChr16g0504151	1.4867E+01	2.2200E+01	-8.8800E-01	3.4736E+00	1.2781E-02
HanXRQChr11g0326121	1.2615E+02	2.6300E+01	-7.6270E+00	1.1193E+01	1.2784E-02
HanXRQChr04g0095301	8.4499E+00	2.4800E+01	-1.0416E+01	3.5389E+00	1.2786E-02
HanXRQChr07g0195891	1.5489E+00	2.4300E+01	-9.2340E+00	3.8835E-01	1.2793E-02
HanXRQChr12g0360041	8.7042E+00	2.3300E+01	-6.9900E-01	6.4518E-01	1.2798E-02
HanXRQChr04g0107581	1.0741E+00	2.3800E+01	-1.0234E+01	2.9794E-01	1.2800E-02
HanXRQChr13g0403811	4.3952E+01	2.2700E+01	4.0860E+00	6.3707E+00	1.2801E-02
HanXRQChr11g0320091	1.1524E+01	2.2500E+01	-4.0500E+00	3.3221E+00	1.2801E-02
HanXRQChr01g0000231	1.3791E+01	2.6000E+01	-1.0920E+01	2.6192E+00	1.2803E-02
HanXRQChr07g0188631	9.2346E-01	2.4000E+01	1.0800E+01	1.9062E-01	1.2804E-02
HanXRQChr12g0383601	1.3452E+01	2.4600E+01	-8.8560E+00	1.4315E+00	1.2807E-02
HanXRQChr12g0372231	1.9471E+01	2.1800E+01	-5.6680E+00	2.3671E+00	1.2814E-02
HanXRQChr15g0474231	1.6261E-01	2.2700E+01	7.2640E+00	8.2787E-02	1.2815E-02
HanXRQChr02g0034961	6.6908E-01	2.1400E+01	4.2800E+00	1.7559E-01	1.2817E-02
HanXRQChr03g0085841	1.7086E+00	2.2200E+01	2.2200E-01	5.5015E-01	1.2822E-02
HanXRQChr05g0144321	4.2639E+00	2.2200E+01	-1.1100E+00	4.3230E-01	1.2825E-02
HanXRQChr09g0251521	1.2098E+00	2.3100E+01	1.6170E+00	3.7649E-01	1.2827E-02
HanXRQChr10g0294231	3.3482E-01	2.3300E+01	-1.0718E+01	1.3167E-01	1.2829E-02
HanXRQChr05g0138151	3.1535E+00	2.2000E+01	7.2600E+00	5.7034E-01	1.2835E-02
HanXRQChr14g0433281	5.7938E+00	2.5400E+01	-1.1684E+01	7.3851E-01	1.2838E-02
HanXRQChr00c0027g0571131	1.1944E-02	2.2100E+01	8.8400E-01	1.3626E-02	1.2838E-02
HanXRQChr04g0116771	5.2421E+01	2.2100E+01	-6.1880E+00	4.9942E+00	1.2844E-02
HanXRQChr06g0179591	2.5117E+00	2.5600E+01	-9.9840E+00	7.8978E-01	1.2844E-02
HanXRQChr09g0241031	7.4074E-02	2.0300E+01	8.9320E+00	5.2420E-02	1.2844E-02
HanXRQChr13g0406841	1.7311E+00	2.5100E+01	-1.0040E+01	3.4411E-01	1.2846E-02
HanXRQChr13g0406261	5.3917E+01	2.1300E+01	-7.0290E+00	9.2216E+00	1.2846E-02
HanXRQChr06g0180261	9.9002E-01	2.5800E+01	-8.5140E+00	7.1153E-01	1.2846E-02
HanXRQChr15g0487781	1.5379E-01	2.7400E+01	-7.9460E+00	4.4256E-02	1.2846E-02
HanXRQChr10g0293781	2.4734E+00	2.6600E+01	-9.5760E+00	6.1495E-01	1.2863E-02
HanXRQChr11g0326131	2.5302E+01	2.6800E+01	-1.2864E+01	1.9783E+00	1.2872E-02
HanXRQChr10g0305241	1.0289E+00	2.0400E+01	-1.2240E+00	2.0921E-01	1.2872E-02
HanXRQChr10g0312931	1.2826E-01	2.3900E+01	-1.0277E+01	7.6765E-02	1.2875E-02
HanXRQChr11g0321261	1.3200E+01	2.5500E+01	-9.4350E+00	1.2650E+00	1.2883E-02
HanXRQChr16g0509181	5.0208E-01	2.1400E+01	-1.9260E+00	1.4893E-01	1.2883E-02
HanXRQChr06g0168241	2.8669E-01	2.4500E+01	-9.8000E+00	1.2142E-01	1.2890E-02
HanXRQChr09g0275391	1.7545E+00	2.2200E+01	6.4380E+00	9.8285E-01	1.2892E-02
HanXRQChr13g0389001	1.0402E+00	2.6100E+01	1.3050E+01	7.9268E-01	1.2893E-02
HanXRQChr10g0319211	2.4144E+00	2.1600E+01	9.2880E+00	1.2380E+00	1.2894E-02
HanXRQChr09g0240691	3.0528E-01	2.6900E+01	2.1520E+00	8.3970E-02	1.2897E-02
HanXRQChr09g0247341	7.1138E+01	2.1800E+01	-5.4500E+00	1.8054E+01	1.2901E-02
HanXRQChr09g0267451	1.7637E+01	2.3400E+01	9.3600E+00	2.1686E+00	1.2909E-02
HanXRQChr03g0074011	9.5844E+00	2.7900E+01	-9.2070E+00	3.8932E+00	1.2910E-02
HanXRQChr11g0339211	3.1685E+01	2.3100E+01	-6.0060E+00	7.0216E+00	1.2911E-02
HanXRQChr03g0075021	3.6498E+01	2.1300E+01	-2.3430E+00	6.0450E+00	1.2914E-02
HanXRQChr12g0370131	1.1758E-01	2.6700E+01	-7.7430E+00	7.3576E-02	1.2923E-02
HanXRQChr15g0493201	3.1290E+01	2.2000E+01	0.0000E+00	6.9694E+00	1.2924E-02
HanXRQChr08g0237021	4.0862E-01	2.3400E+01	-1.0296E+01	1.1816E-01	1.2925E-02
HanXRQChr14g0431251	1.5806E+01	2.3200E+01	-9.0480E+00	2.3891E+00	1.2925E-02
HanXRQChr01g0016501	1.1684E+02	2.6200E+01	-9.4320E+00	9.4871E+00	1.2928E-02
HanXRQChr13g0410351	7.2579E+00	2.1900E+01	8.5410E+00	9.5463E-01	1.2931E-02
HanXRQChr06g0175801	1.6871E+02	2.5700E+01	-9.7660E+00	6.2498E+01	1.2933E-02
HanXRQChr10g0316411	1.1046E+01	2.2700E+01	-2.0430E+00	1.0571E+00	1.2934E-02
HanXRQChr17g0538741	4.1303E+02	2.1900E+01	8.5410E+00	5.1264E+01	1.2934E-02
HanXRQChr14g0426741	2.5657E-01	2.2300E+01	2.4530E+00	1.1480E-01	1.2935E-02
HanXRQChr05g0154041	7.0443E-01	2.5900E+01	5.4390E+00	4.3927E-01	1.2937E-02
HanXRQChr15g0491771	7.0453E-01	2.4600E+01	4.1820E+00	1.5536E-01	1.2938E-02
HanXRQChr14g0434611	2.2049E+00	2.7400E+01	1.2330E+01	5.4362E-01	1.2940E-02
HanXRQChr08g0210621	1.1156E+01	2.5200E+01	-1.0080E+01	9.1741E+00	1.2940E-02
HanXRQChr03g0082631	1.0935E+00	2.5900E+01	1.1655E+01	2.8524E-01	1.2940E-02
HanXRQChr17g0543191	4.9179E+01	2.5300E+01	7.3370E+00	2.7833E+00	1.2941E-02
HanXRQChr17g0556351	9.7747E-02	2.5900E+01	1.2950E+01	4.8474E-02	1.2944E-02
HanXRQChr16g0524931	3.2909E-01	2.1800E+01	-1.0028E+01	1.3789E-01	1.2945E-02
HanXRQChr14g0443011	4.9662E+00	2.5400E+01	1.0160E+01	1.3727E+00	1.2951E-02
HanXRQChr05g0143671	7.4008E+01	2.2300E+01	8.9200E-01	8.5446E+00	1.2951E-02
HanXRQChr02g0041781	1.2814E+01	2.5300E+01	-1.1132E+01	4.0106E+00	1.2957E-02
HanXRQChr12g0386011	1.2264E+01	2.4800E+01	-9.1760E+00	3.0361E+00	1.2959E-02
HanXRQChr10g0296531	8.5513E-03	2.4100E+01	9.3990E+00	1.1271E-02	1.2968E-02
HanXRQChr08g0227841	1.7233E+01	2.5400E+01	-1.0414E+01	7.1491E+00	1.2971E-02
HanXRQChr14g0455631	1.0695E+01	2.4600E+01	-1.1316E+01	2.4386E+00	1.2971E-02
HanXRQChr17g0555851	1.4622E+00	2.1800E+01	2.1800E-01	3.6057E-01	1.2974E-02
HanXRQChr14g0460121	5.6917E+01	2.3700E+01	1.1376E+01	4.2953E+00	1.2975E-02
HanXRQChr07g0199781	8.2787E-01	2.2800E+01	-9.5760E+00	1.2157E-01	1.2976E-02
HanXRQChr12g0380791	2.9767E-01	2.2800E+01	1.8240E+00	1.1810E-01	1.2976E-02
HanXRQChr05g0155181	5.7453E-01	2.7800E+01	5.2820E+00	2.5969E-01	1.2979E-02
HanXRQChr01g0027861	3.3869E-01	2.3400E+01	-1.1232E+01	1.0194E-01	1.2982E-02
HanXRQChr05g0139921	3.8952E-01	2.1400E+01	8.5600E-01	1.2708E-01	1.2982E-02
HanXRQChr11g0343851	2.2531E+01	2.4200E+01	4.3560E+00	2.8606E+00	1.2985E-02
HanXRQChr16g0524531	4.9140E-02	2.3100E+01	2.3100E-01	3.2686E-02	1.2988E-02
HanXRQChr06g0180521	4.2413E-01	2.7300E+01	-7.9170E+00	2.3560E-01	1.2995E-02
HanXRQChr04g0117701	4.0345E+00	2.3200E+01	2.7840E+00	1.0444E+00	1.3010E-02
HanXRQChr06g0169431	8.4189E+00	2.2900E+01	-2.7480E+00	2.9690E+00	1.3012E-02
HanXRQChr12g0354571	1.0091E+01	2.0300E+01	6.0900E-01	9.4556E-01	1.3030E-02
HanXRQChr17g0568181	8.2099E+00	2.3500E+01	-9.4000E+00	2.0111E+00	1.3030E-02
HanXRQChr02g0031691	2.0786E+01	2.7500E+01	-7.7000E+00	5.7752E+00	1.3030E-02
HanXRQChr10g0280591	2.0652E+00	2.3800E+01	-4.7600E-01	4.4053E-01	1.3034E-02
