GeneID	MeanExpLev	Period	Phase	Beta	pMMC-Beta
HanXRQChr04g0128111	8.0015E+01	2.3600E+01	1.8880E+00	2.5921E+01	8.5830E-06
HanXRQChr11g0334041	7.5904E+01	2.4100E+01	1.0604E+01	3.0052E+01	8.5830E-06
HanXRQChr06g0172311	1.4725E+01	2.3900E+01	1.0516E+01	8.7409E+00	8.5830E-06
HanXRQChr15g0480851	4.4232E+01	2.4200E+01	-1.1616E+01	2.8634E+01	1.1444E-05
HanXRQChr05g0140541	5.0279E+01	2.4600E+01	-1.2054E+01	3.4931E+01	1.1444E-05
HanXRQChr02g0045441	4.8079E+00	2.4300E+01	-8.9910E+00	2.2653E+00	1.1444E-05
HanXRQChr03g0091961	1.5168E+01	2.4300E+01	-1.1664E+01	9.0736E+00	1.1444E-05
HanXRQChr17g0550901	3.0013E+01	2.3500E+01	1.8800E+00	9.8130E+00	1.2875E-05
HanXRQChr01g0009721	9.4532E+01	2.3700E+01	-1.1139E+01	7.9959E+01	1.2875E-05
HanXRQChr12g0379791	1.2112E+01	2.3900E+01	1.0994E+01	7.7750E+00	1.4305E-05
HanXRQChr13g0400991	1.3585E+01	2.4400E+01	-1.0980E+01	6.7638E+00	1.4305E-05
HanXRQChr05g0138931	9.6003E+00	2.4800E+01	-1.2400E+01	5.6395E+00	1.4305E-05
HanXRQChr12g0353981	6.5056E+00	2.3500E+01	1.1045E+01	2.9198E+00	1.4305E-05
HanXRQChr05g0157031	1.4947E+01	2.3800E+01	2.3800E+00	4.9173E+00	1.5736E-05
HanXRQChr09g0255521	5.8756E+00	2.4400E+01	7.3200E-01	3.9212E+00	1.5736E-05
HanXRQChr10g0291511	1.6850E+01	2.3600E+01	1.0384E+01	9.5881E+00	1.5736E-05
HanXRQChr14g0433631	6.0773E+01	2.4600E+01	-1.0824E+01	1.2358E+01	1.7166E-05
HanXRQChr13g0411581	4.1875E+01	2.3400E+01	-9.5940E+00	2.0162E+01	1.7166E-05
HanXRQChr09g0242411	4.2569E+01	2.4100E+01	-1.0604E+01	2.6342E+01	1.7166E-05
HanXRQChr14g0446221	4.7703E+01	2.3500E+01	-1.1750E+00	2.5461E+01	1.7166E-05
HanXRQChr11g0335191	1.0058E+01	2.3600E+01	1.1328E+01	7.3952E+00	1.7166E-05
HanXRQChr16g0511231	6.3065E+01	2.4100E+01	1.9280E+00	2.8791E+01	1.7166E-05
HanXRQChr13g0405151	3.0575E+01	2.4400E+01	-1.1956E+01	1.5906E+01	1.7166E-05
HanXRQChr11g0324861	6.3765E+01	2.4000E+01	-1.0320E+01	2.8875E+01	1.7166E-05
HanXRQChr06g0183031	5.5353E+01	2.3900E+01	-1.0038E+01	2.5996E+01	1.7166E-05
HanXRQChr09g0269801	2.3165E+01	2.4500E+01	1.1760E+01	1.4408E+01	1.7166E-05
HanXRQChr06g0184051	2.0674E+01	2.4200E+01	4.8400E-01	6.7058E+00	1.8596E-05
HanXRQChr17g0559761	6.9817E+01	2.3900E+01	-1.0755E+01	2.3051E+01	2.0027E-05
HanXRQChr11g0333721	2.6144E+01	2.3600E+01	-8.9680E+00	1.3527E+01	2.0027E-05
HanXRQChr13g0390701	2.3622E+01	2.3900E+01	9.5600E-01	9.3380E+00	2.0027E-05
HanXRQChr11g0351991	2.8363E+01	2.3200E+01	1.6240E+00	9.6358E+00	2.0027E-05
HanXRQChr03g0089801	2.6937E+01	2.3900E+01	2.3900E+00	1.3291E+01	2.0027E-05
HanXRQChr08g0207711	4.2594E+01	2.3600E+01	-9.4400E+00	1.9874E+01	2.0027E-05
HanXRQChr03g0089741	5.5591E+01	2.4100E+01	-1.2050E+00	2.5346E+01	2.0027E-05
HanXRQChr06g0177231	2.1206E+00	2.4000E+01	-1.1280E+01	1.8011E+00	2.0027E-05
HanXRQChr12g0384461	3.4861E+00	2.3300E+01	1.0485E+01	1.1732E+00	2.0027E-05
HanXRQChr16g0518311	1.7356E+01	2.4400E+01	-2.4400E-01	1.2412E+01	2.0027E-05
HanXRQChr17g0549031	4.7771E+01	2.3300E+01	-9.7860E+00	2.6476E+01	2.0027E-05
HanXRQChr06g0179331	1.0667E+01	2.3700E+01	1.4220E+00	7.9645E+00	2.0027E-05
HanXRQChr15g0483021	4.2421E+01	2.3200E+01	-1.0672E+01	2.2295E+01	2.1457E-05
HanXRQChr07g0190481	2.4091E+01	2.4600E+01	1.0824E+01	9.4580E+00	2.1457E-05
HanXRQChr11g0320311	4.2601E+01	2.3400E+01	-1.1232E+01	1.2720E+01	2.1457E-05
HanXRQChr17g0535501	5.5088E+00	2.3400E+01	7.9560E+00	3.9068E+00	2.1457E-05
HanXRQChr04g0126811	6.5022E+00	2.4100E+01	1.0845E+01	5.0485E+00	2.2888E-05
HanXRQChr01g0004971	2.5921E+01	2.4700E+01	4.9400E-01	1.1410E+01	2.2888E-05
HanXRQChr15g0477551	1.0029E+01	2.4700E+01	-1.1362E+01	5.5775E+00	2.2888E-05
HanXRQChr07g0207221	1.9976E+01	2.4000E+01	1.0560E+01	1.3563E+01	2.2888E-05
HanXRQChr13g0386461	1.9518E+01	2.3300E+01	-9.7860E+00	1.3737E+01	2.2888E-05
HanXRQChr12g0367131	1.2692E+01	2.5100E+01	-1.1295E+01	6.0019E+00	2.2888E-05
HanXRQChr01g0008871	3.2581E+01	2.3000E+01	-8.9700E+00	1.3158E+01	2.2888E-05
HanXRQChr09g0256091	6.4962E+01	2.4700E+01	-2.4700E+00	2.7035E+01	2.2888E-05
HanXRQChr12g0378531	9.3424E+00	2.4500E+01	-1.1270E+01	2.9004E+00	2.2888E-05
HanXRQChr16g0522631	5.0903E+00	2.3400E+01	-1.1466E+01	4.6998E+00	2.2888E-05
HanXRQChr11g0343671	1.1014E+01	2.4600E+01	-1.1070E+01	3.2000E+00	2.2888E-05
HanXRQChr17g0559981	1.0597E+01	2.3800E+01	1.1424E+01	9.1877E+00	2.2888E-05
HanXRQChr03g0090071	3.2449E+01	2.3400E+01	3.2760E+00	7.2872E+00	2.2888E-05
HanXRQChr12g0374461	1.0035E+01	2.3600E+01	9.6760E+00	5.5207E+00	2.2888E-05
HanXRQChr09g0241641	5.6055E+01	2.4200E+01	1.2100E+01	3.4381E+01	2.4318E-05
HanXRQChr03g0083551	2.2484E+02	2.3700E+01	7.1100E-01	7.4612E+01	2.4318E-05
HanXRQChr06g0179291	1.0149E+02	2.3700E+01	1.4220E+00	3.2287E+01	2.4318E-05
HanXRQChr03g0062681	6.0042E+00	2.3600E+01	-1.0856E+01	2.3565E+00	2.4318E-05
HanXRQChr17g0543871	2.9723E+01	2.3300E+01	-1.1184E+01	3.5689E+01	2.5749E-05
HanXRQChr16g0523301	5.5231E+01	2.4700E+01	9.8800E-01	3.3264E+01	2.5749E-05
HanXRQChr16g0511331	2.7459E+01	2.3900E+01	2.1510E+00	1.0670E+01	2.5749E-05
HanXRQChr11g0320001	2.1148E+02	2.3700E+01	9.4800E-01	9.8774E+01	2.5749E-05
HanXRQChr06g0170411	2.3122E+01	2.3500E+01	-1.1280E+01	1.3392E+01	2.5749E-05
HanXRQChr15g0497381	1.2197E+01	2.3600E+01	-1.0856E+01	6.0702E+00	2.5749E-05
HanXRQChr08g0218531	1.3980E+02	2.4100E+01	1.1568E+01	8.5647E+01	2.5749E-05
HanXRQChr11g0343841	7.6042E+00	2.3200E+01	1.1600E+01	3.9618E+00	2.5749E-05
HanXRQChr10g0294811	3.0563E+01	2.5100E+01	4.2670E+00	1.4796E+01	2.5749E-05
HanXRQChr11g0322421	5.0389E+01	2.5300E+01	-1.1638E+01	1.3793E+01	2.5749E-05
HanXRQChr15g0469061	5.7715E+01	2.3900E+01	3.1070E+00	1.8582E+01	2.5749E-05
HanXRQChr07g0202351	2.1412E+01	2.4400E+01	1.1956E+01	1.1025E+01	2.5749E-05
HanXRQChr05g0138041	1.0956E+01	2.3800E+01	8.3300E+00	6.7594E+00	2.5749E-05
HanXRQChr17g0567771	1.1774E+01	2.3500E+01	-1.0340E+01	4.0741E+00	2.5749E-05
HanXRQChr14g0451501	3.4975E+02	2.4400E+01	1.0492E+01	2.4337E+02	2.5749E-05
HanXRQChr16g0505731	9.9570E+00	2.4000E+01	-1.1040E+01	5.4851E+00	2.5749E-05
HanXRQChr15g0486931	1.0554E+01	2.3500E+01	8.9300E+00	5.8907E+00	2.5749E-05
HanXRQChr15g0486741	1.3102E+01	2.3200E+01	6.9600E-01	6.1750E+00	2.5749E-05
HanXRQChr04g0126391	1.5518E+02	2.3800E+01	4.7600E-01	6.1152E+01	2.5749E-05
HanXRQChr02g0048901	2.0328E+01	2.3300E+01	-9.7860E+00	1.2471E+01	2.7179E-05
HanXRQChr11g0346741	1.3768E+02	2.3600E+01	1.1092E+01	6.5242E+01	2.7179E-05
HanXRQChr08g0226251	1.5422E+02	2.4000E+01	2.4000E+00	3.8481E+01	2.7179E-05
HanXRQChr14g0447081	1.2132E+01	2.3400E+01	-1.1700E+01	8.4041E+00	2.7179E-05
HanXRQChr08g0227731	1.8198E+01	2.3700E+01	-1.0665E+01	5.5886E+00	2.7179E-05
HanXRQChr08g0209851	4.3047E+01	2.3800E+01	1.0472E+01	3.1422E+01	2.7179E-05
HanXRQChr09g0273681	2.3459E+01	2.4300E+01	-1.0935E+01	1.3192E+01	2.7179E-05
HanXRQChr17g0540221	3.5120E+01	2.3600E+01	-1.1328E+01	2.8282E+01	2.7179E-05
HanXRQChr08g0226051	3.0295E+01	2.4400E+01	1.1956E+01	2.3010E+01	2.7179E-05
HanXRQChr09g0273621	8.8341E+01	2.3500E+01	2.5850E+00	3.0925E+01	2.8610E-05
HanXRQChr02g0058441	1.4078E+02	2.4000E+01	1.9200E+00	5.3505E+01	2.8610E-05
HanXRQChr17g0539501	9.5959E+00	2.3900E+01	-1.1472E+01	6.3741E+00	2.8610E-05
HanXRQChr13g0409081	3.3224E+01	2.4400E+01	-1.1468E+01	2.5434E+01	2.8610E-05
HanXRQChr10g0298891	2.7001E+02	2.3800E+01	-9.5200E+00	1.2298E+02	2.8610E-05
HanXRQChr12g0360491	1.2383E+02	2.3700E+01	1.6590E+00	3.1007E+01	2.8610E-05
HanXRQChr08g0237071	4.6947E+02	2.2700E+01	9.3070E+00	1.6828E+02	2.8610E-05
HanXRQChr16g0515031	9.3645E+00	2.4300E+01	1.2150E+01	3.5597E+00	2.8610E-05
HanXRQChr03g0081461	1.3599E+01	2.3000E+01	7.1300E+00	6.3099E+00	2.8610E-05
HanXRQChr14g0445821	3.1301E+01	2.4300E+01	-1.0692E+01	1.1454E+01	2.8610E-05
HanXRQChr07g0206561	2.6836E+01	2.3700E+01	1.0665E+01	1.1730E+01	2.8610E-05
HanXRQChr09g0264661	2.3571E+01	2.2700E+01	1.3620E+00	1.3506E+01	2.8610E-05
HanXRQChr07g0202431	7.6314E+00	2.3800E+01	1.1186E+01	4.8702E+00	2.8610E-05
HanXRQChr10g0290681	3.5073E+01	2.3500E+01	2.1150E+00	1.8930E+01	2.8610E-05
HanXRQChr05g0140511	2.3378E+01	2.3600E+01	2.8320E+00	7.2795E+00	2.8610E-05
HanXRQChr09g0258421	3.5677E+01	2.3900E+01	1.0994E+01	1.0736E+01	2.8610E-05
HanXRQChr01g0021701	2.8028E+01	2.5200E+01	9.5760E+00	7.3125E+00	2.8610E-05
HanXRQChr14g0453681	4.8907E+00	2.2600E+01	-1.0170E+01	2.2712E+00	2.8610E-05
HanXRQChr15g0464101	3.1071E+01	2.4000E+01	2.8800E+00	9.4619E+00	2.8610E-05
HanXRQChr07g0202341	8.5842E+00	2.5500E+01	-1.0710E+01	2.6985E+00	2.8610E-05
HanXRQChr13g0403711	1.5092E+01	2.4700E+01	-1.1856E+01	7.0088E+00	2.8610E-05
HanXRQChr12g0357441	1.7748E+01	2.4700E+01	-1.2103E+01	4.9048E+00	2.8610E-05
HanXRQChr10g0312381	1.1100E+02	2.3400E+01	1.4040E+00	3.6505E+01	2.8610E-05
HanXRQChr02g0055691	1.2278E+02	2.3900E+01	1.0038E+01	5.5541E+01	3.0040E-05
HanXRQChr15g0466971	3.7170E+01	2.3100E+01	-9.4710E+00	1.6370E+01	3.0040E-05
HanXRQChr17g0570151	8.6645E+00	2.3600E+01	-1.0148E+01	4.8080E+00	3.0040E-05
HanXRQChr14g0448901	4.7167E+01	2.3300E+01	-9.7860E+00	2.6959E+01	3.0040E-05
HanXRQChr03g0065811	7.1393E+01	2.4300E+01	1.0449E+01	2.1233E+01	3.0040E-05
HanXRQChr14g0458821	3.7071E+01	2.3200E+01	8.3520E+00	2.4749E+01	3.1471E-05
HanXRQChr11g0336031	2.6032E+01	2.4500E+01	1.1270E+01	9.6017E+00	3.1471E-05
HanXRQChr16g0506551	5.4892E+00	2.3900E+01	-1.1233E+01	2.9965E+00	3.1471E-05
HanXRQChr16g0506641	1.4723E+01	2.4100E+01	-1.1086E+01	1.0349E+01	3.1471E-05
HanXRQChr01g0004241	8.2570E+01	2.2900E+01	-1.3740E+00	2.7452E+01	3.1471E-05
HanXRQChr10g0287841	2.2875E+00	2.4300E+01	1.1664E+01	2.0641E+00	3.1471E-05
HanXRQChr12g0375081	3.1382E+01	2.3700E+01	-1.0191E+01	1.5970E+01	3.1471E-05
HanXRQChr17g0565531	4.5877E+01	2.4800E+01	2.4800E+00	1.4256E+01	3.1471E-05
HanXRQChr10g0288691	2.1266E+02	2.3900E+01	1.6730E+00	7.1460E+01	3.1471E-05
HanXRQChr04g0124191	1.8320E+00	2.5100E+01	-1.1546E+01	8.3812E-01	3.1471E-05
HanXRQChr15g0474451	1.2423E+02	2.3400E+01	1.8720E+00	4.1601E+01	3.1471E-05
HanXRQChr06g0169001	8.2456E+00	2.4100E+01	1.1568E+01	2.9593E+00	3.1471E-05
HanXRQChr10g0305411	4.1638E+01	2.2500E+01	9.0000E+00	9.1910E+00	3.1471E-05
HanXRQChr16g0531391	3.4802E+01	2.4100E+01	3.1330E+00	1.6795E+01	3.1471E-05
HanXRQChr12g0357921	3.6029E+01	2.3900E+01	-9.3210E+00	1.7107E+01	3.1471E-05
HanXRQChr17g0541201	3.9330E+01	2.3800E+01	-1.1662E+01	2.2412E+01	3.1471E-05
HanXRQChr04g0116091	2.9914E+01	2.4100E+01	-9.3990E+00	1.4016E+01	3.1471E-05
HanXRQChr16g0512191	1.2058E+02	2.3100E+01	4.6200E-01	2.8567E+01	3.1471E-05
HanXRQChr02g0055911	2.9478E+01	2.2900E+01	1.3740E+00	6.1126E+00	3.1471E-05
HanXRQChr01g0015111	3.1647E+01	2.4000E+01	1.0800E+01	2.3293E+01	3.1471E-05
HanXRQChr11g0344691	4.0174E+02	2.3500E+01	1.0105E+01	2.2638E+02	3.1471E-05
HanXRQChr17g0564971	1.2632E+01	2.3500E+01	-9.4000E+00	8.6049E+00	3.1471E-05
HanXRQChr07g0202281	1.8283E+02	2.3000E+01	7.1300E+00	6.8486E+01	3.1471E-05
HanXRQChr11g0341481	5.0712E+01	2.3200E+01	9.7440E+00	3.8636E+01	3.1471E-05
HanXRQChr17g0570531	1.3388E+01	2.3700E+01	1.1376E+01	8.2518E+00	3.1471E-05
HanXRQChr14g0432751	3.4430E+01	2.3700E+01	9.4800E-01	1.2087E+01	3.1471E-05
HanXRQChr12g0380751	2.4673E+01	2.3400E+01	3.2760E+00	1.3131E+01	3.1471E-05
HanXRQChr12g0358141	1.4938E+01	2.4100E+01	1.0845E+01	2.7929E+00	3.1471E-05
HanXRQChr03g0070981	2.9975E+01	2.3700E+01	1.1139E+01	1.3049E+01	3.1471E-05
HanXRQChr17g0538151	5.9042E+01	2.4000E+01	1.2000E+00	1.6328E+01	3.1471E-05
HanXRQChr06g0175691	6.7238E+00	2.3800E+01	-1.0710E+01	2.7087E+00	3.1471E-05
HanXRQChr16g0524541	2.1559E+00	2.5100E+01	1.2550E+00	1.5357E+00	3.1471E-05
HanXRQChr13g0408221	1.7183E+01	2.5100E+01	2.5100E+00	8.3446E+00	3.2901E-05
HanXRQChr14g0462571	1.8481E+01	2.4100E+01	1.1086E+01	7.8093E+00	3.2901E-05
HanXRQChr07g0191921	7.1958E+01	2.3600E+01	1.1564E+01	5.8319E+01	3.2901E-05
HanXRQChr13g0409731	6.7410E+00	2.3600E+01	-8.9680E+00	3.5847E+00	3.2901E-05
HanXRQChr08g0226921	1.9841E+02	2.4100E+01	1.0604E+01	1.2068E+02	3.2901E-05
HanXRQChr14g0436511	1.4499E+01	2.4000E+01	-1.0320E+01	5.0480E+00	3.2901E-05
HanXRQChr10g0285201	2.0822E+01	2.2900E+01	-1.0305E+01	7.4807E+00	3.2901E-05
HanXRQChr01g0009591	2.2843E+01	2.3600E+01	1.1092E+01	1.0257E+01	3.2901E-05
HanXRQChr10g0307601	2.4013E+01	2.3100E+01	1.1319E+01	8.5051E+00	3.2901E-05
HanXRQChr15g0495101	5.7440E+00	2.3700E+01	1.1613E+01	4.8477E+00	3.4332E-05
HanXRQChr09g0258871	3.4712E+01	2.4300E+01	-1.0692E+01	2.0820E+01	3.4332E-05
HanXRQChr16g0502701	5.5477E+01	2.3900E+01	-9.5600E+00	1.8038E+01	3.4332E-05
HanXRQChr14g0436251	2.1748E+01	2.4000E+01	-9.6000E+00	9.0240E+00	3.4332E-05
HanXRQChr12g0362951	8.5991E+00	2.3900E+01	1.1472E+01	5.1739E+00	3.4332E-05
HanXRQChr03g0084081	2.2380E+01	2.3900E+01	2.3900E-01	1.2664E+01	3.4332E-05
HanXRQChr15g0466311	2.8133E+01	2.2700E+01	4.5400E-01	6.3516E+00	3.4332E-05
HanXRQChr14g0454101	6.1939E+00	2.4400E+01	-1.0736E+01	3.3207E+00	3.4332E-05
HanXRQChr16g0501841	6.7942E+00	2.4400E+01	-1.0004E+01	1.9336E+00	3.4332E-05
HanXRQChr12g0365251	5.7785E+01	2.3900E+01	1.1233E+01	3.0926E+01	3.4332E-05
HanXRQChr09g0260121	2.9553E+01	2.3200E+01	9.2800E-01	1.0378E+01	3.4332E-05
HanXRQChr15g0479431	3.6819E+01	2.3400E+01	-9.8280E+00	2.1857E+01	3.4332E-05
HanXRQChr15g0489791	4.2840E+01	2.3500E+01	9.8700E+00	1.3933E+01	3.4332E-05
HanXRQChr13g0406731	1.8136E+01	2.4200E+01	-1.0648E+01	5.7644E+00	3.4332E-05
HanXRQChr08g0210001	1.6839E+01	2.3500E+01	-8.9300E+00	6.0653E+00	3.4332E-05
HanXRQChr14g0462721	1.4199E+01	2.3200E+01	2.0880E+00	4.4752E+00	3.4332E-05
HanXRQChr17g0553111	8.0424E+00	2.3800E+01	1.0948E+01	3.6471E+00	3.4332E-05
HanXRQChr17g0534311	9.5006E+01	2.4200E+01	3.3880E+00	3.7018E+01	3.4332E-05
HanXRQChr08g0222981	6.0352E+00	2.4400E+01	-9.7600E+00	2.6905E+00	3.4332E-05
HanXRQChr11g0335751	1.4981E+01	2.4400E+01	1.0248E+01	9.1552E+00	3.4332E-05
HanXRQChr09g0248051	4.6960E+01	2.3800E+01	-1.0472E+01	2.2663E+01	3.4332E-05
HanXRQChr14g0450351	2.1774E+01	2.4200E+01	1.1858E+01	1.2946E+01	3.4332E-05
HanXRQChr12g0385441	1.7322E+01	2.4200E+01	1.1374E+01	7.1279E+00	3.4332E-05
HanXRQChr10g0299791	6.6485E+00	2.4600E+01	-9.8400E+00	2.7269E+00	3.4332E-05
HanXRQChr05g0156111	2.4701E+01	2.3800E+01	-1.0234E+01	7.4791E+00	3.4332E-05
HanXRQChr06g0172521	3.7790E+01	2.3100E+01	1.0857E+01	8.2110E+00	3.4332E-05
HanXRQChr03g0073261	9.5496E+01	2.4100E+01	-1.1568E+01	3.8458E+01	3.5762E-05
HanXRQChr13g0407211	7.6355E+00	2.2900E+01	-9.8470E+00	4.0368E+00	3.5762E-05
HanXRQChr02g0039811	1.3612E+01	2.3700E+01	-9.2430E+00	6.5788E+00	3.5762E-05
HanXRQChr01g0010631	1.9081E+01	2.2800E+01	2.7360E+00	5.8654E+00	3.5762E-05
HanXRQChr10g0287201	3.0829E+01	2.3800E+01	-9.9960E+00	2.2879E+01	3.5762E-05
HanXRQChr07g0195811	3.5622E+01	2.4000E+01	1.1520E+01	1.4165E+01	3.5762E-05
HanXRQChr14g0451481	2.1070E+01	2.2700E+01	-1.1123E+01	4.3460E+00	3.5762E-05
HanXRQChr14g0434911	3.1778E+01	2.3400E+01	-1.0998E+01	1.0239E+01	3.5762E-05
HanXRQChr10g0290861	3.9798E+00	2.4100E+01	-9.8810E+00	3.5664E+00	3.5762E-05
HanXRQChr02g0041221	9.1821E+00	2.3900E+01	-9.5600E+00	2.0325E+00	3.5762E-05
HanXRQChr13g0388891	2.9229E+01	2.4300E+01	-1.0206E+01	1.4619E+01	3.5762E-05
HanXRQChr06g0174761	1.0736E+01	2.3200E+01	-1.0672E+01	3.5126E+00	3.5762E-05
HanXRQChr10g0280901	7.0935E+01	2.3400E+01	-2.3400E-01	3.4133E+01	3.5762E-05
HanXRQChr10g0316701	9.8077E+00	2.3700E+01	-2.1330E+00	7.6636E+00	3.5762E-05
HanXRQChr01g0013251	1.4363E+01	2.3300E+01	-1.0485E+01	8.6033E+00	3.5762E-05
HanXRQChr11g0336621	5.7821E+01	2.3200E+01	1.3920E+00	1.8640E+01	3.5762E-05
HanXRQChr12g0373431	4.4747E+01	2.4000E+01	7.9200E+00	1.1081E+01	3.5762E-05
HanXRQChr14g0429181	1.1390E+02	2.4000E+01	1.2000E+00	2.4370E+01	3.5762E-05
HanXRQChr05g0140341	1.6162E+01	2.4300E+01	-1.0449E+01	9.4411E+00	3.5762E-05
HanXRQChr09g0257891	2.1666E+01	2.3500E+01	-9.6350E+00	9.8170E+00	3.7193E-05
HanXRQChr13g0410511	9.9223E+00	2.3900E+01	-9.5600E+00	5.4616E+00	3.7193E-05
HanXRQChr10g0277711	3.3080E+00	2.3900E+01	1.1233E+01	3.4793E+00	3.7193E-05
HanXRQChr11g0331331	7.2127E+01	2.3300E+01	-1.1417E+01	3.8451E+01	3.7193E-05
HanXRQChr11g0341061	4.2262E+00	2.5000E+01	-1.1750E+01	1.6628E+00	3.7193E-05
HanXRQChr14g0441741	7.2625E+01	2.2700E+01	1.5890E+00	1.7109E+01	3.7193E-05
HanXRQChr08g0218291	4.2834E+01	2.3300E+01	1.1650E+00	1.5079E+01	3.7193E-05
HanXRQChr13g0396731	1.3691E+01	2.3100E+01	6.9300E-01	6.3116E+00	3.7193E-05
HanXRQChr04g0119381	1.1829E+02	2.3800E+01	1.9040E+00	7.5439E+01	3.7193E-05
HanXRQChr11g0336141	1.3811E+01	2.4200E+01	-1.1374E+01	8.4667E+00	3.7193E-05
HanXRQChr12g0383441	3.3138E+01	2.3900E+01	1.1472E+01	1.3333E+01	3.7193E-05
HanXRQChr15g0477311	2.6180E+01	2.4000E+01	2.8800E+00	9.2439E+00	3.7193E-05
HanXRQChr09g0274321	4.0301E+01	2.3600E+01	1.0620E+01	4.7620E+01	3.7193E-05
HanXRQChr14g0452651	9.0430E+00	2.2700E+01	2.0430E+00	2.5393E+00	3.7193E-05
HanXRQChr05g0161001	8.5097E+00	2.4400E+01	1.1224E+01	3.4594E+00	3.7193E-05
HanXRQChr09g0276431	1.1737E+01	2.3700E+01	1.0191E+01	1.0901E+01	3.7193E-05
HanXRQChr15g0495151	1.1061E+01	2.3900E+01	1.1711E+01	5.8490E+00	3.7193E-05
HanXRQChr11g0325921	1.9969E+01	2.3500E+01	-9.8700E+00	9.7903E+00	3.7193E-05
HanXRQChr09g0242111	3.2218E+01	2.3200E+01	-1.8560E+00	2.1678E+01	3.7193E-05
HanXRQChr08g0210361	9.3974E+00	2.3800E+01	-1.0710E+01	5.0825E+00	3.7193E-05
HanXRQChr15g0497201	2.4733E+01	2.3600E+01	-9.4400E+00	8.4575E+00	3.7193E-05
HanXRQChr15g0493081	3.0422E+01	2.2300E+01	1.3380E+00	6.8397E+00	3.7193E-05
HanXRQChr01g0002671	8.3615E+00	2.4400E+01	-1.1224E+01	3.5775E+00	3.7193E-05
HanXRQChr16g0532631	1.4638E+02	2.2600E+01	2.0340E+00	5.2915E+01	3.7193E-05
HanXRQChr03g0083771	1.3734E+01	2.5400E+01	1.5240E+00	6.6097E+00	3.7193E-05
HanXRQChr14g0447431	5.2337E+00	2.2800E+01	-1.0260E+01	1.9245E+00	3.7193E-05
HanXRQChr12g0355251	3.5015E+01	2.4000E+01	1.1760E+01	3.5092E+01	3.7193E-05
HanXRQChr17g0541061	9.6731E+00	2.3400E+01	1.8720E+00	7.4574E+00	3.7193E-05
HanXRQChr03g0087381	5.7165E+00	2.3200E+01	-1.0672E+01	1.4673E+00	3.8623E-05
HanXRQChr11g0328801	7.0890E+00	2.4300E+01	-9.2340E+00	3.6129E+00	3.8623E-05
HanXRQChr05g0131911	2.2513E+01	2.3900E+01	1.1472E+01	1.3936E+01	3.8623E-05
HanXRQChr09g0249341	1.1322E+02	2.5100E+01	2.0080E+00	6.3875E+01	3.8623E-05
HanXRQChr10g0304211	6.4542E+01	2.3100E+01	-2.3100E-01	1.2865E+01	3.8623E-05
HanXRQChr03g0062501	3.7623E+01	2.2900E+01	1.8320E+00	1.1121E+01	3.8623E-05
HanXRQChr05g0160711	7.5661E+01	2.3700E+01	3.0810E+00	3.0009E+01	3.8623E-05
HanXRQChr17g0562001	1.5993E+01	2.3300E+01	7.9220E+00	1.3666E+01	3.8623E-05
HanXRQChr12g0359201	2.1305E+02	2.4300E+01	9.7200E-01	1.1151E+02	3.8623E-05
HanXRQChr10g0293411	4.6936E+01	2.4300E+01	-1.0692E+01	2.1510E+01	3.8623E-05
HanXRQChr04g0116591	7.2585E+01	2.4100E+01	2.4100E+00	3.3495E+01	3.8623E-05
HanXRQChr13g0397371	1.7129E+01	2.5400E+01	-1.1684E+01	4.4007E+00	3.8623E-05
HanXRQChr03g0060911	1.0389E+02	2.4300E+01	1.1664E+01	5.9111E+01	4.0054E-05
HanXRQChr00c0486g0575011	1.4823E+01	2.4100E+01	-9.8810E+00	3.3811E+00	4.0054E-05
HanXRQChr02g0053161	9.0362E+01	2.4000E+01	9.6000E-01	6.7617E+01	4.0054E-05
HanXRQChr02g0036841	5.0719E+00	2.4100E+01	-1.0604E+01	2.2066E+00	4.0054E-05
HanXRQChr09g0276911	1.4973E+01	2.3500E+01	-9.6350E+00	6.8470E+00	4.0054E-05
HanXRQChr11g0341051	3.9164E+00	2.5500E+01	-1.0455E+01	2.3878E+00	4.0054E-05
HanXRQChr11g0323131	8.8296E+00	2.4400E+01	1.1956E+01	4.1880E+00	4.0054E-05
HanXRQChr17g0557951	4.6818E+01	2.4200E+01	-1.0890E+01	2.7371E+01	4.0054E-05
HanXRQChr10g0289561	1.9302E+01	2.3300E+01	-2.3300E-01	8.2601E+00	4.0054E-05
HanXRQChr01g0022211	9.1297E+01	2.3000E+01	2.3000E-01	1.8464E+01	4.0054E-05
HanXRQChr07g0200931	1.1343E+02	2.3800E+01	-1.0710E+01	1.3477E+02	4.0054E-05
HanXRQChr09g0261971	5.9872E+01	2.2900E+01	1.8320E+00	2.0108E+01	4.0054E-05
HanXRQChr11g0349321	3.7914E+01	2.3800E+01	2.8560E+00	1.0272E+01	4.0054E-05
HanXRQChr17g0555131	1.9281E+01	2.3200E+01	2.0880E+00	5.1335E+00	4.0054E-05
HanXRQChr14g0447221	4.9401E+00	2.3900E+01	-1.0277E+01	3.4168E+00	4.0054E-05
HanXRQChr15g0475101	5.1277E+01	2.3700E+01	8.0580E+00	3.5705E+01	4.0054E-05
HanXRQChr14g0449771	5.1784E+02	2.3300E+01	4.4270E+00	5.1285E+02	4.0054E-05
HanXRQChr13g0387671	1.4475E+01	2.5100E+01	1.0542E+01	5.1201E+00	4.0054E-05
